 TX_COON_CRK               SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc
   366    12    31  1988      63      63  hru63                  1.152    3496.870       0.000    4691.810      10.230      29.659       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      64      64  hru64                  1.158    3544.502       0.000    4699.233      10.207      28.813       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      65      65  hru65                  1.158    3538.085       0.000    4698.186      10.214      28.930       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      66      66  hru66                  1.146    3468.962       0.000    4681.242      10.258      30.115       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      67      67  hru67                  1.155    3510.700       0.000    4693.933      10.224      29.407       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      68      68  hru68                  1.144    3453.444       0.000    4678.936      10.275      30.373       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      69      69  hru69                  1.154    3508.190       0.000    4693.555      10.224      29.448       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      70      70  hru70                  1.156    3522.115       0.000    4695.760      10.215      29.207       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      71      71  hru71                  1.157    3532.885       0.000    4697.412      10.213      29.020       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      72      72  hru72                  1.153    3502.236       0.000    4692.644      10.226      29.547       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      73      73  hru73                  1.158    3541.866       0.000    4698.818      10.208      28.861       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      74      74  hru74                  1.159    3549.747       0.000    4700.065      10.207      28.712       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      75      75  hru75                  1.146    3464.715       0.000    4680.613      10.263      30.186       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      76      76  hru76                  1.156    3523.605       0.000    4695.942      10.219      29.184       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      77      77  hru77                  1.139    3415.472       0.000    4670.091      10.331      31.113       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      78      78  hru78                  1.156    3520.716       0.000    4695.472      10.223      29.236       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      79      79  hru79                  1.153    3503.919       0.000    4692.882      10.227      29.520       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      80      80  hru80                  1.150    3489.022       0.000    4690.561      10.236      29.789       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      81      81  hru81                  1.147    3478.467       0.000    4682.644      10.248      29.956       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      82      82  hru82                  1.146    3463.916       0.000    4680.500      10.263      30.199       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      83      83  hru83                  1.157    3530.379       0.000    4696.986      10.218      29.066       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      84      84  hru84                  1.164    3576.203       0.000    4707.794      10.192      28.248       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      85      85  hru85                  1.162    3563.277       0.000    4702.330      10.200      28.476       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      86      86  hru86                  1.151    3493.376       0.000    4691.250      10.234      29.729       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      87      87  hru87                  1.148    3483.397       0.000    4689.673      10.241      29.873       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      88      88  hru88                  1.147    3473.145       0.000    4681.859      10.254      30.045       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      89      89  hru89                  1.159    3553.510       0.000    4700.690      10.202      28.643       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      90      90  hru90                  1.158    3541.472       0.000    4698.744      10.209      28.868       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      91      91  hru91                  1.143    3445.230       0.000    4677.708      10.285      30.510       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      92      92  hru92                  1.157    3530.645       0.000    4697.026      10.218      29.062       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      93      93  hru93                  1.224    4584.973       0.000    4881.132      10.387       0.000      11.395     153.521       0.000       0.000       0.027       5.001       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      94      94  hru94                  1.224    4585.378       0.000    4881.702      10.365       0.000      10.282     153.521       0.000       0.000       0.027       4.397       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      95      95  hru95                  1.224    4569.175       0.000    4869.125      10.479       0.000      20.300     153.521       0.000       0.000       0.027       8.248       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      96      96  hru96                  1.224    4570.052       0.000    4873.391      10.471       0.000      19.099     153.521       0.000       0.000       0.027       7.836       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      97      97  hru97                  1.224    4582.331       0.000    4878.291      10.439       0.000      15.520     153.521       0.000       0.000       0.027       6.608       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      98      98  hru98                  1.224    4572.112       0.000    4874.486      10.462       0.000      17.988     153.521       0.000       0.000       0.027       7.447       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988      99      99  hru99                  1.224    4569.143       0.000    4869.109      10.479       0.000      20.304     153.521       0.000       0.000       0.027       8.252       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     100     100  hru100                 1.224    4587.302       0.000    4883.960      10.350       0.000       9.206     153.521       0.000       0.000       0.027       3.928       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     101     101  hru101                 1.224    4584.906       0.000    4880.794      10.394       0.000      11.887     153.521       0.000       0.000       0.027       5.232       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     102     102  hru102                 1.224    4569.176       0.000    4869.126      10.479       0.000      20.300     153.521       0.000       0.000       0.027       8.248       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     103     103  hru103                 1.224    4584.835       0.000    4880.422      10.407       0.000      12.687     153.521       0.000       0.000       0.027       5.605       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     104     104  hru104                 1.224    4585.846       0.000    4882.291      10.357       0.000       9.681     153.521       0.000       0.000       0.027       4.205       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     105     105  hru105                 1.224    4584.906       0.000    4880.796      10.394       0.000      11.887     153.521       0.000       0.000       0.027       5.231       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     106     106  hru106                 1.224    4569.160       0.000    4869.117      10.479       0.000      20.302     153.521       0.000       0.000       0.027       8.250       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     107     107  hru107                 1.154    3508.919       0.000    4693.642      10.226      29.438       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     108     108  hru108                 1.148    3482.829       0.000    4689.573      10.244      29.882       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     109     109  hru109                 1.156    3523.605       0.000    4695.992      10.214      29.181       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     110     110  hru110                 1.159    3545.622       0.000    4699.400      10.209      28.790       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     111     111  hru111                 1.146    3470.209       0.000    4681.435      10.256      30.094       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     112     112  hru112                 1.161    3560.318       0.000    4701.847      10.199      28.527       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     113     113  hru113                 1.164    3574.682       0.000    4704.199      10.197      28.273       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     114     114  hru114                 1.145    3459.189       0.000    4679.796      10.268      30.278       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     115     115  hru115                 1.155    3513.347       0.000    4694.397      10.218      29.358       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     116     116  hru116                 1.148    3482.905       0.000    4689.602      10.241      29.881       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     117     117  hru117                 1.158    3535.720       0.000    4697.874      10.209      28.968       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     118     118  hru118                 1.157    3531.478       0.000    4697.143      10.218      29.048       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     119     119  hru119                 1.147    3472.093       0.000    4681.705      10.255      30.063       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     120     120  hru120                 1.147    3477.966       0.000    4685.876      10.247      29.964       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     121     121  hru121                 1.158    3540.367       0.000    4698.547      10.212      28.889       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     122     122  hru122                 1.146    3470.251       0.000    4681.438      10.256      30.094       0.000     153.521       0.000       0.000       0.019       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     123     123  hru123                 1.152    3498.335       0.000    4692.027      10.230      29.653       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     124     124  hru124                 1.161    3558.857       0.000    4701.573      10.204      28.547       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
   366    12    31  1988     125     125  hru125                 1.154    3506.349       0.000    4693.250      10.226      29.480       0.000     153.521       0.000       0.000       0.020       0.000       0.000      14.821       2.704       8.762      17.299       0.000       0.000       0.269
