 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc
    365    12    31  2002      4       0  sub_071200020201       1.515   12869.909    7451.288      68.725       8.310      26.582       0.004      22.492       8.915       5.615       0.381       0.536       0.000      15.532       4.199       9.865      13.659       0.000       0.000       0.455
    365    12    31  2002      5       0  sub_071200020202       2.959   39023.590    8198.696      98.810      17.486      15.373       0.000     151.135     162.346      12.800       0.465       2.473       0.000      30.429       9.306      19.867      27.319       0.000       0.000       0.908
    365    12    31  2002      6       0  sub_071200020203       1.457   10411.499    8813.046      74.649       8.736       1.941       0.000      15.226       8.814       6.332       0.397       1.426       0.000      15.445       4.166       9.805      13.659       0.000       0.000       0.452
    365    12    31  2002      7       0  sub_071200020204       1.281    6138.229    7949.085      64.270       8.151      31.586       0.000      12.200       8.445       0.859       0.375       0.037       0.000      15.170       3.997       9.584      13.659       0.000       0.000       0.445
    365    12    31  2002      8       0  sub_071200020205       2.687   50587.930    6898.993      92.015      17.570      16.145       0.000     115.282     103.784      17.037       0.585       1.487       0.000      31.727       8.454      20.091      27.319       0.000       0.000       0.923
    365    12    31  2002      9       0  sub_071200020206       2.947   36203.480    6870.484      81.548      16.424      52.651       0.000     138.213     148.909      22.194       0.433       3.088       0.000      31.370       8.091      19.731      27.319       0.000       0.000       0.913
    365    12    31  2002     10       0  sub_071200020301       2.894   58803.398    7917.237     101.667      17.887      10.076       0.000     129.087      76.772     152.059       0.781       5.674       0.000      30.525       8.511      19.518      27.319       0.000       0.000       0.905
    365    12    31  2002     11       0  sub_071200020302       2.914   40746.203    8367.071      84.241      15.700      47.435       0.000     119.651     107.719      21.711       0.598       2.927       0.000      31.072       7.972      19.522      26.840       0.000       0.000       0.907
    365    12    31  2002     12       0  sub_071200020303       2.896   33926.094    6494.158      76.001      15.289      75.378       0.000     130.720     145.209      27.648       0.434       3.149       0.000      29.915       8.168      19.042      27.319       0.000       0.000       0.890
    365    12    31  2002     13       0  sub_071200020304       2.746   33027.742    9043.213      85.950      17.324      13.756       0.000     115.179     132.329      20.416       0.522       0.225       0.000      31.306       8.634      19.970      27.319       0.000       0.000       0.921
    365    12    31  2002     14       0  sub_071200020305       2.517   38684.262    6590.081      86.010      17.824      10.000       0.000     124.178     131.911      10.406       0.449       1.673       0.000      31.116       9.266      20.191      27.319       0.000       0.000       0.925
    365    12    31  2002     15       0  sub_071200020401       2.929   60096.340    5297.275      92.454      17.866      58.837       0.000     133.898      95.146      20.403       0.634       3.489       0.000      31.562       9.210      20.386      29.199       0.000       0.000       0.891
    365    12    31  2002     16       0  sub_071200020402       2.778   68959.117    7435.263     116.066      18.264      31.202       0.000     121.492      49.343      26.764       0.862       0.045       0.000      32.419       8.802      20.611      27.319       0.000       0.000       0.939
    365    12    31  2002     17       0  sub_071200020403       0.991    5260.000    7246.545      58.784       8.214      32.675       0.000      10.413       3.839       0.666       0.347       0.026       0.000      15.763       4.544      10.153      13.659       0.000       0.000       0.463
    365    12    31  2002     18       0  sub_071200020404       1.346    7259.585    8437.516      69.881       9.225      30.319       0.000       8.526       8.152       6.112       0.366       2.328       0.000      16.421       4.600      10.510      14.600       0.000       0.000       0.460
    365    12    31  2002     19       0  sub_071200020405       2.751   43274.734    7873.184      91.157      17.484      38.960       0.000     113.349     123.599      23.782       0.511       5.667       0.000      32.112       8.662      20.387      29.199       0.000       0.000       0.920
    365    12    31  2002     20       0  sub_071200020501       2.593   31003.529    5068.560      57.036      16.444     146.641       0.000     124.506     130.457      34.645       0.422       1.720       0.000      32.296       8.790      20.543      29.199       0.000       0.000       0.908
    365    12    31  2002     21       0  sub_071200020502       2.650   33831.664    5870.109      70.052      16.800      88.758       0.000     118.856     132.376      11.793       0.468       0.031       0.000      31.953       8.735      20.344      29.199       0.000       0.000       0.913
    365    12    31  2002     22       0  sub_071200020503       2.853   37135.918    6468.619      79.907      18.667      70.906       0.000     127.612     124.387      11.958       0.520       2.466       0.000      32.750       9.314      21.032      29.199       0.000       0.000       0.904
    365    12    31  2002     23       0  sub_071200020504       1.160    4805.598    6645.684      53.565       8.594      32.781       0.000      10.489       2.021       0.137       0.332       0.000       0.000      16.345       4.646      10.496      14.600       0.000       0.000       0.457
    365    12    31  2002     24       0  sub_071200020505       1.224    6602.733    8066.517      74.296       9.651       0.717       0.000      12.950       6.933       2.134       0.362       0.438       0.000      15.562       4.622      10.092      14.600       0.000       0.000       0.446
    365    12    31  2002     25       0  sub_071200020506       1.220    6819.035    7789.517      59.679       8.500      24.816       0.000      10.996       5.468       8.634       0.374       0.097       0.000      15.961       4.700      10.331      14.600       0.000       0.000       0.455
    365    12    31  2002     26       0  sub_071200020507       2.691   34297.844    8462.484      93.063      18.776      22.201       0.000     115.245     114.043       3.455       0.556       0.070       0.000      32.480       8.984      20.732      29.199       0.000       0.000       0.912
    365    12    31  2002     27       0  sub_071200020508       2.821   52529.293    7562.781     111.329      19.020       2.943       0.000     133.361     116.167      19.150       0.674       2.750       0.000      30.320       8.714      19.517      29.199       0.000       0.000       0.887
    365    12    31  2002     28       0  sub_071200020601       1.343    5985.125    7795.692      63.205       8.471      28.780       0.000      12.489       4.890       0.754       0.382       0.000       0.000      15.724       3.886       9.805      14.600       0.000       0.000       0.443
    365    12    31  2002     29       0  sub_071200020602       1.443    7579.677    8248.116      71.214       8.906      16.597       0.000      14.269      10.777       3.017       0.385       0.005       0.000      15.483       4.244       9.863      14.600       0.000       0.000       0.444
    365    12    31  2002     30       0  sub_071200020603       1.324    6525.924    7060.521      57.799       8.820      32.033       0.000      13.884      10.021       4.127       0.355       0.001       0.000      15.146       4.474       9.810      14.600       0.000       0.000       0.439
    365    12    31  2002     31       0  sub_071200020604       2.773   36014.125    9836.390     102.333      20.407       5.907       0.000     100.167     159.601      56.493       0.516       0.805       0.000      32.848      10.689      21.768      29.199       0.000       0.000       0.928
    365    12    31  2002     32       0  sub_071200020605       1.300    6408.756    8554.290      73.264      10.001       6.422       0.000      11.331       5.362       2.064       0.404       0.050       0.000      16.357       5.389      10.873      14.600       0.000       0.000       0.454
    365    12    31  2002     33       0  sub_071200020606       1.141    5207.826    7192.045      58.244       9.343      29.498       0.000       8.676       1.652       0.518       0.387       0.000       0.000      16.279       5.373      10.826      14.600       0.000       0.000       0.458
    365    12    31  2002     34       0  sub_071200020607       2.834   47928.371    9325.351     113.017      20.274       0.018       0.000     112.869     129.756      14.812       0.635       3.815       0.000      31.251      10.756      21.004      29.199       0.000       0.000       0.900
    365    12    31  2002     35       0  sub_071200020608       2.727   41587.566    7956.291      88.336      18.981      32.408       0.000     104.363     139.798      13.662       0.497       0.512       0.000      31.844      10.894      21.369      29.199       0.000       0.000       0.915
    365    12    31  2002     36       0  sub_071200020609       2.256   38661.145    6348.940      79.988      18.784      67.586       0.000     107.415     102.047       8.100       0.558       0.000       0.000      32.306      10.488      21.397      29.199       0.000       0.000       0.914
    365    12    31  2002     37       0  sub_071200020610       2.766   61052.547    8223.268     106.794      18.176      20.132       0.028     127.095      77.056      64.503       0.837       8.695       0.000      31.663       8.369      20.016      29.199       0.000       0.000       0.913
    365    12    31  2002     38       0  sub_071200020701       1.125    4225.877    5278.789      42.730       8.593      68.909       0.000       7.298       2.884       0.443       0.323       0.000       0.000      16.451       4.971      10.711      13.659       0.000       0.000       0.460
    365    12    31  2002     39       0  sub_071200020702       0.959    3252.029    3470.164      30.607       8.326      74.547       0.000      13.674       6.433       2.079       0.292       0.000       0.000      16.530       4.955      10.742      13.659       0.000       0.000       0.458
